year	exporter	gdp	gdp_pc	population	minyear_trade	idc	minyear_gdp	maxyear_gdp	nonmiss	NGDP_RPCH	nr_exports	nr_imports	nr_net_exports	total_exports	total_imports	magic	pc_constant	pc_current	notpc_constant
2010	"POL"	4.092e+11	10755.656	38042792	1976	183	1990	2022	33	3.7409999	8.30e+09	1.84e+10	5.30e+09	152856121822	180534133287	2.63e-08	2.63e-08	2.63e-08	1
2011	"POL"	4.298e+11	11291.903	38063256	1976	183	1990	2022	33	4.7579999	1.08e+10	2.67e+10	7.16e+09	185191191758	220833820622	2.49e-08	2.49e-08	2.63e-08	.9494494
2012	"POL"	4.364e+11	11466.416	38063164	1976	183	1990	2022	33	1.325	9.40e+09	2.51e+10	5.98e+09	178031379177	205885913613	2.47e-08	2.47e-08	2.63e-08	.9414392
2013	"POL"	4.402e+11	11571.615	38040196	1976	183	1990	2022	33	1.136	9.27e+09	2.35e+10	5.58e+09	201197725247	216127650283	2.47e-08	2.47e-08	2.63e-08	.9391089
2014	"POL"	4.571e+11	12024.609	38011736	1976	183	1990	2022	33	3.3789999	8.32e+09	2.03e+10	4.67e+09	210803071638	230859512314	2.53e-08	2.53e-08	2.63e-08	.9629441
2015	"POL"	4.771e+11	12560.052	37986412	1976	183	1990	2022	33	4.2360001	6.51e+09	1.26e+10	3.99e+09	193118281456	202388712755	2.72e-08	2.72e-08	2.63e-08	1.033787
2016	"POL"	4.912e+11	12936.573	37970088	1976	183	1990	2022	33	3.142	5.94e+09	1.10e+10	3.41e+09	196208731274	207621526277	2.65e-08	2.65e-08	2.63e-08	1.00797
2017	"POL"	5.165e+11	13599.818	37974824	1976	183	1990	2022	33	4.8309999	7.29e+09	1.48e+10	4.11e+09	220425564956	236346848353	2.54e-08	2.54e-08	2.63e-08	.966378
2018	"POL"	5.472e+11	14408.385	37974752	1976	183	1990	2022	33	5.3540001	7.71e+09	2.04e+10	4.28e+09	258302163531	275297420141	2.49e-08	2.49e-08	2.63e-08	.9437811
2019	"POL"	5.715e+11	15053.239	37965476	1976	183	1990	2022	33	4.5409999	7.65e+09	1.84e+10	4.71e+09	250537044987	271686457761	2.51e-08	2.51e-08	2.63e-08	.9532663
2020	"POL"	5.600e+11	14774.989	37899072	1976	183	1990	2022	33	-2.723	7.29e+09	1.31e+10	4.76e+09	252182793125	269504358411	2.50e-08	2.50e-08	2.64e-08	.9461347
2021	"POL"	5.983e+11	15850.293	37747124	1976	183	1990	2022	33	3.467						2.08e-08	2.08e-08	2.65e-08	.7860345
2022	"POL"	6.275e+11	16704.943	37561600	1976	183	1990	2022	33	4.5430002						1.96e-08	1.96e-08	2.66e-08	.7355649
1962	"PRI"	1.725e+10	7037.9678	2450322		184	1960	2022	63							2.45e-06	2.45e-06	4.08e-07	6.003165
1963	"PRI"	1.874e+10	7481.3179	2504530		184	1960	2022	63							2.40e-06	2.40e-06	3.99e-07	6.003165
1964	"PRI"	2.006e+10	7854.2231	2554066		184	1960	2022	63							2.34e-06	2.34e-06	3.92e-07	5.984227
1965	"PRI"	2.191e+10	8445.1484	2594000		184	1960	2022	63							2.23e-06	2.23e-06	3.86e-07	5.783536
1966	"PRI"	2.355e+10	8971.2666	2624995		184	1960	2022	63							2.17e-06	2.17e-06	3.81e-07	5.696697
1967	"PRI"	2.502e+10	9455.084	2645674		184	1960	2022	63							2.13e-06	2.13e-06	3.78e-07	5.62908
1968	"PRI"	2.631e+10	9883.6689	2662064		184	1960	2022	63							2.06e-06	2.06e-06	3.76e-07	5.482659
1969	"PRI"	2.878e+10	10721.336	2684150		184	1960	2022	63							1.95e-06	1.95e-06	3.73e-07	5.225895
1970	"PRI"	3.119e+10	11476.968	2718000		184	1960	2022	63							1.88e-06	1.88e-06	3.68e-07	5.113207
1971	"PRI"	3.318e+10	12012.23	2762190		184	1960	2022	63							1.78e-06	1.78e-06	3.62e-07	4.914508
1972	"PRI"	3.556e+10	12622.304	2817256		184	1960	2022	63							1.64e-06	1.64e-06	3.55e-07	4.615572
1973	"PRI"	3.782e+10	13136.273	2878786		184	1960	2022	63							1.39e-06	1.39e-06	3.47e-07	4.00211
1974	"PRI"	3.892e+10	13241.175	2939299		184	1960	2022	63							1.13e-06	1.13e-06	3.40e-07	3.310646
1975	"PRI"	3.867e+10	12914.167	2994000		184	1960	2022	63							1.06e-06	1.06e-06	3.34e-07	3.177554
1976	"PRI"	4.108e+10	13495.689	3043854		184	1960	2022	63							9.97e-07	9.97e-07	3.29e-07	3.0352
1977	"PRI"	4.352e+10	14091.211	3088690		184	1960	2022	63							9.28e-07	9.28e-07	3.24e-07	2.865559
1978	"PRI"	4.654e+10	14871.889	3129421		184	1960	2022	63							8.34e-07	8.34e-07	3.20e-07	2.609354
1979	"PRI"	5.022e+10	15851.917	3168088		184	1960	2022	63							7.18e-07	7.18e-07	3.16e-07	2.27458
1980	"PRI"	5.235e+10	16329.179	3206000		184	1960	2022	63							6.31e-07	6.31e-07	3.12e-07	2.022388
1981	"PRI"	5.295e+10	16330.443	3242552		184	1960	2022	63	1.0700001						5.92e-07	5.92e-07	3.08e-07	1.92004
1982	"PRI"	5.213e+10	15905.044	3277453		184	1960	2022	63	-3.049						5.76e-07	5.76e-07	3.05e-07	1.887562
1983	"PRI"	5.091e+10	15374.536	3311138		184	1960	2022	63	.46799999						5.60e-07	5.60e-07	3.02e-07	1.85435
1984	"PRI"	5.393e+10	16125.082	3344190		184	1960	2022	63	7.3179998						5.48e-07	5.48e-07	2.99e-07	1.83285
1985	"PRI"	5.560e+10	16463.027	3377000		184	1960	2022	63	2.0610001						5.42e-07	5.42e-07	2.96e-07	1.831081
1986	"PRI"	5.836e+10	17117.441	3409554		184	1960	2022	63	8.1630001						5.58e-07	5.58e-07	2.93e-07	1.902708
1987	"PRI"	6.173e+10	17935.063	3441850		184	1960	2022	63	4.9169998						5.29e-07	5.29e-07	2.91e-07	1.820537
1988	"PRI"	6.536e+10	18815.945	3473898		184	1960	2022	63	6.5079999						5.01e-07	5.01e-07	2.88e-07	1.740367
1989	"PRI"	6.820e+10	19453.797	3505650		184	1960	2022	63	4.9400001						4.79e-07	4.79e-07	2.85e-07	1.678761
1990	"PRI"	6.626e+10	18733.674	3537000		184	1960	2022	63	3.7809999						4.52e-07	4.52e-07	2.83e-07	1.598147
1991	"PRI"	6.779e+10	19030.271	3562110		184	1960	2022	63	2.3039999						4.59e-07	4.59e-07	2.81e-07	1.636756
1992	"PRI"	7.088e+10	19770.799	3585176		184	1960	2022	63	4.5640001						4.50e-07	4.50e-07	2.79e-07	1.613095
1993	"PRI"	7.417e+10	20515.553	3615497		184	1960	2022	63	4.645						4.42e-07	4.42e-07	2.77e-07	1.599494
1994	"PRI"	7.728e+10	21176.703	3649237		184	1960	2022	63	4.1859999						4.26e-07	4.26e-07	2.74e-07	1.556194
1995	"PRI"	8.079e+10	21936.451	3683103		184	1960	2022	63	4.5489998						4.10e-07	4.10e-07	2.72e-07	1.509149
1996	"PRI"	8.266e+10	22193.613	3724655		184	1960	2022	63	2.3139999						3.95e-07	3.95e-07	2.68e-07	1.469404
1997	"PRI"	8.670e+10	23061.371	3759430		184	1960	2022	63	4.8800001						3.98e-07	3.98e-07	2.66e-07	1.496057
1998	"PRI"	9.149e+10	24197.348	3781101		184	1960	2022	63	6.5180001						4.09e-07	4.09e-07	2.64e-07	1.544788
1999	"PRI"	9.642e+10	25374.141	3800081		184	1960	2022	63	4.4130001						3.91e-07	3.91e-07	2.63e-07	1.484351
2000	"PRI"	9.958e+10	26132.004	3810605		184	1960	2022	63	3.2720001						3.66e-07	3.66e-07	2.62e-07	1.392805
2001	"PRI"	1.059e+11	27722.41	3818774		184	1960	2022	63	9.4680004						3.88e-07	3.88e-07	2.62e-07	1.480874
2002	"PRI"	1.068e+11	27940.426	3823701		184	1960	2022	63	2.1700001						3.73e-07	3.73e-07	2.62e-07	1.427389
2003	"PRI"	1.069e+11	27937.859	3826095		184	1960	2022	63	2.3410001						3.55e-07	3.55e-07	2.61e-07	1.359857
2004	"PRI"	1.162e+11	30375.836	3826878		184	1960	2022	63	1.987						3.30e-07	3.30e-07	2.61e-07	1.262983
2005	"PRI"	1.139e+11	29815.264	3821362		184	1960	2022	63	-1.987						3.05e-07	3.05e-07	2.62e-07	1.163804
2006	"PRI"	1.123e+11	29519.785	3805214		184	1960	2022	63	-1.41						3.01e-07	3.01e-07	2.63e-07	1.145531
2007	"PRI"	1.110e+11	29347.891	3782995		184	1960	2022	63	-1.1619999						2.81e-07	2.81e-07	2.64e-07	1.06215
2008	"PRI"	1.090e+11	28976.176	3760866		184	1960	2022	63	-1.844						2.95e-07	2.95e-07	2.66e-07	1.110006
2009	"PRI"	1.068e+11	28565.813	3740410		184	1960	2022	63	-1.952						2.85e-07	2.85e-07	2.67e-07	1.065132
2010	"PRI"	1.064e+11	28592.121	3721525		184	1960	2022	63	-.41299999						2.69e-07	2.69e-07	2.69e-07	1
2011	"PRI"	1.060e+11	28821.023	3678732		184	1960	2022	63	-.359						2.58e-07	2.58e-07	2.72e-07	.9494494
2012	"PRI"	1.061e+11	29180.412	3634488		184	1960	2022	63	.029						2.59e-07	2.59e-07	2.75e-07	.9414392
2013	"PRI"	1.057e+11	29426.158	3593077		184	1960	2022	63	-.30700001						2.61e-07	2.61e-07	2.78e-07	.9391089
2014	"PRI"	1.045e+11	29554.625	3534874		184	1960	2022	63	-1.1900001						2.72e-07	2.72e-07	2.83e-07	.9629441
2015	"PRI"	1.034e+11	29763.488	3473232		184	1960	2022	63	-1.049						2.98e-07	2.98e-07	2.88e-07	1.033787
2016	"PRI"	1.021e+11	29961.752	3406672		184	1960	2022	63	-1.263						2.96e-07	2.96e-07	2.94e-07	1.00797
2017	"PRI"	9.912e+10	29809.217	3325286		184	1960	2022	63	-2.8859999						2.91e-07	2.91e-07	3.01e-07	.966378
2018	"PRI"	9.480e+10	29687.207	3193354		184	1960	2022	63	-4.6570001						2.96e-07	2.96e-07	3.13e-07	.9437811
2019	"PRI"	9.639e+10	30181.273	3193694		184	1960	2022	63	1.187						2.98e-07	2.98e-07	3.13e-07	.9532663
2020	"PRI"	9.234e+10	28138.678	3281557		184	1960	2022	63	-7.5						2.88e-07	2.88e-07	3.05e-07	.9461347
2021	"PRI"	9.274e+10	28423.813	3262693		184	1960	2022	63	2.5						2.41e-07	2.41e-07	3.06e-07	.7860345
2022	"PRI"	9.586e+10	29752.129	3221789		184	1960	2022	63	.69999999						2.28e-07	2.28e-07	3.10e-07	.7355649
1962	"PRK"			12180505	1976	185			0		877637.8	16016.06	877637.8	5968676	5828525	4.93e-07	4.93e-07	8.21e-08	6.003165
1963	"PRK"			12475236	1976	185			0		2301545	247724.5	2134606	10862390	13352765	4.81e-07	4.81e-07	8.02e-08	6.003165
1964	"PRK"			12787523	1976	185			0		8185656	209788.5	8185656	21854568	21626657	4.68e-07	4.68e-07	7.82e-08	5.984227
1965	"PRK"			13105946	1976	185			0		1.16e+07	191464.3	1.15e+07	21064887	38979783	4.41e-07	4.41e-07	7.63e-08	5.783536
1966	"PRK"			13444048	1976	185			0		1.46e+07	139246.4	1.45e+07	31556438	28861323	4.24e-07	4.24e-07	7.44e-08	5.696697
1967	"PRK"			13821409	1976	185			0		1.51e+07	299910.9	1.50e+07	39373776	30101387	4.07e-07	4.07e-07	7.24e-08	5.62908
1968	"PRK"			14216305	1976	185			0		2.37e+07	1600796	2.30e+07	52033851	47030610	3.86e-07	3.86e-07	7.03e-08	5.482659
1969	"PRK"			14605481	1976	185			0		2.96e+07	216968.6	2.96e+07	57221204	84510293	3.58e-07	3.58e-07	6.85e-08	5.225895
1970	"PRK"			14996879	1976	185			0		3.15e+07	84804.54	3.15e+07	63017657	55296967	3.41e-07	3.41e-07	6.67e-08	5.113207
1971	"PRK"			15381626	1976	185			0		3.09e+07	365609.7	3.08e+07	66122782	60417633	3.20e-07	3.20e-07	6.50e-08	4.914508
1972	"PRK"			15768363	1976	185			0		3.96e+07	2153292	3.92e+07	81094839	141986693	2.93e-07	2.93e-07	6.34e-08	4.615572
1973	"PRK"			16128122	1976	185			0		7.38e+07	1.47e+07	6.99e+07	135051628	306980596	2.48e-07	2.48e-07	6.20e-08	4.00211
1974	"PRK"			16437002	1976	185			0		1.10e+08	1.19e+07	1.06e+08	274583313	709738130	2.01e-07	2.01e-07	6.08e-08	3.310646
1975	"PRK"			16723252	1976	185			0		1.15e+08	4.70e+07	1.09e+08	343519881	503086360	1.90e-07	1.90e-07	5.98e-08	3.177554
1976	"PRK"			16987170	1976	185			0		3.59e+07	2.49e+07	3.52e+07	100418641	136273942	1.79e-07	1.79e-07	5.89e-08	3.0352
1977	"PRK"			17231388	1976	185			0		3.92e+07	1.08e+07	3.81e+07	227285485	149289066	1.66e-07	1.66e-07	5.80e-08	2.865559
1978	"PRK"			17472094	1976	185			0		8.22e+07	1.84e+07	8.01e+07	327959101	321397454	1.49e-07	1.49e-07	5.72e-08	2.609354
1979	"PRK"			17719172	1976	185			0		1.48e+08	3.23e+07	1.45e+08	620616495	509680220	1.28e-07	1.28e-07	5.64e-08	2.27458
1980	"PRK"			17973650	1976	185			0		3.16e+08	8.01e+07	3.15e+08	785414556	690971527	1.13e-07	1.13e-07	5.56e-08	2.022388
1981	"PRK"			18235202	1976	185			0		1.04e+08	6.14e+07	1.02e+08	413479418	587540274	1.05e-07	1.05e-07	5.48e-08	1.92004
1982	"PRK"			18502088	1976	185			0		1.75e+08	6.53e+07	1.72e+08	384193683	612295605	1.02e-07	1.02e-07	5.40e-08	1.887562
1983	"PRK"			18771364	1976	185			0		1.44e+08	5.58e+07	1.40e+08	417651705	520788404	9.88e-08	9.88e-08	5.33e-08	1.85435
1984	"PRK"			19045154	1976	185			0		1.73e+08	3.96e+07	1.67e+08	640785678	710536117	9.62e-08	9.62e-08	5.25e-08	1.83285
1985	"PRK"			19325488	1976	185			0		1.27e+08	7.68e+07	1.11e+08	566023397	716634044	9.47e-08	9.47e-08	5.17e-08	1.831081
1986	"PRK"			19613038	1976	185			0		1.39e+08	4.57e+07	1.21e+08	660216638	766585062	9.70e-08	9.70e-08	5.10e-08	1.902708
1987	"PRK"			19903892	1976	185			0		2.88e+08	2.26e+08	2.75e+08	759922819	934901192	9.15e-08	9.15e-08	5.02e-08	1.820537
1988	"PRK"			20197464	1976	185			0		3.39e+08	2.80e+08	2.99e+08	900567417	1094335176	8.62e-08	8.62e-08	4.95e-08	1.740367
1989	"PRK"			20494964	1976	185			0		2.35e+08	1.98e+08	2.16e+08	771437074	1085226957	8.19e-08	8.19e-08	4.88e-08	1.678761
1990	"PRK"			20799524	1976	185			0		1.96e+08	1.78e+08	1.74e+08	734524781	1024808284	7.68e-08	7.68e-08	4.81e-08	1.598147
1991	"PRK"			21115534	1976	185			0		1.67e+08	3.02e+08	1.42e+08	662694961	1272647092	7.75e-08	7.75e-08	4.74e-08	1.636756
1992	"PRK"			21439992	1976	185			0		1.64e+08	2.61e+08	1.56e+08	829951887	1220444138	7.52e-08	7.52e-08	4.66e-08	1.613095
1993	"PRK"			21773016	1976	185			0		1.07e+08	2.95e+08	8.92e+07	802222892	1308360468	7.35e-08	7.35e-08	4.59e-08	1.599494
1994	"PRK"			22105224	1976	185			0		6.81e+07	1.92e+08	5.13e+07	1042894244	1057998028	7.04e-08	7.04e-08	4.52e-08	1.556194
1995	"PRK"			22385536	1976	185			0		6.27e+07	2.26e+08	4.87e+07	813387104	1248712806	6.74e-08	6.74e-08	4.47e-08	1.509149
1996	"PRK"			22614348	1976	185			0		9.01e+07	1.85e+08	7.73e+07	824694588	1248287796	6.50e-08	6.50e-08	4.42e-08	1.469404
1997	"PRK"			22827372	1976	185			0		2.06e+08	1.69e+08	1.93e+08	1175373006	1321617773	6.55e-08	6.55e-08	4.38e-08	1.496057
1998	"PRK"			23023636	1976	185			0		5.45e+07	1.56e+08	4.61e+07	855423925	1080690902	6.71e-08	6.71e-08	4.34e-08	1.544788
1999	"PRK"			23204498	1976	185			0		7.47e+07	2.64e+08	6.29e+07	799580917	1154102377	6.40e-08	6.40e-08	4.31e-08	1.484351
2000	"PRK"			23367060	1976	185			0		3.45e+07	3.60e+08	1.85e+07	991312945	1716334046	5.96e-08	5.96e-08	4.28e-08	1.392805
2001	"PRK"			23512522	1976	185			0		4.47e+07	3.03e+08	3.25e+07	860559375	1994818293	6.30e-08	6.30e-08	4.25e-08	1.480874
2002	"PRK"			23638412	1976	185			0		4.99e+07	2.18e+08	3.48e+07	891541301	1781458078	6.04e-08	6.04e-08	4.23e-08	1.427389
2003	"PRK"			23781708	1976	185			0		6.72e+07	2.09e+08	5.70e+07	780119750	1606496443	5.72e-08	5.72e-08	4.20e-08	1.359857
2004	"PRK"			23948930	1976	185			0		1.48e+08	3.22e+08	1.35e+08	1026589061	2257872993	5.27e-08	5.27e-08	4.18e-08	1.262983
2005	"PRK"			24100982	1976	185			0		2.69e+08	5.85e+08	2.54e+08	1237908616	2405007134	4.83e-08	4.83e-08	4.15e-08	1.163804
2006	"PRK"			24235760	1976	185			0		3.08e+08	9.08e+08	2.83e+08	1251628814	2710961872	4.73e-08	4.73e-08	4.13e-08	1.145531
2007	"PRK"			24356506	1976	185			0		4.08e+08	7.74e+08	3.25e+08	1514959395	3144111561	4.36e-08	4.36e-08	4.11e-08	1.06215
2008	"PRK"			24469048	1976	185			0		5.16e+08	9.77e+08	4.74e+08	1957676543	3545095880	4.54e-08	4.54e-08	4.09e-08	1.110006
2009	"PRK"			24581508	1976	185			0		4.79e+08	6.07e+08	4.52e+08	1334283924	2951888986	4.33e-08	4.33e-08	4.07e-08	1.065132
2010	"PRK"			24686436	1976	185			0		7.38e+08	8.15e+08	6.74e+08	1968097671	3622975604	4.05e-08	4.05e-08	4.05e-08	1
2011	"PRK"			24783788	1976	185			0		1.68e+09	7.16e+08	1.61e+09	3247408236	3621811350	3.83e-08	3.83e-08	4.03e-08	.9494494
2012	"PRK"			24887770	1976	185			0		1.72e+09	7.95e+08	1.67e+09	3045090959	4294764640	3.78e-08	3.78e-08	4.02e-08	.9414392
2013	"PRK"			25001820	1976	185			0		1.98e+09	7.56e+08	1.93e+09	3508303398	4371227983	3.76e-08	3.76e-08	4.00e-08	.9391089
2014	"PRK"			25126132	1976	185			0		1.62e+09	1.88e+08	1.58e+09	3311909217	4046127513	3.83e-08	3.83e-08	3.98e-08	.9629441
2015	"PRK"			25258016	1976	185			0		1.37e+09	1.69e+08	1.34e+09	3013968488	3480712272	4.09e-08	4.09e-08	3.96e-08	1.033787
2016	"PRK"			25389612	1976	185			0		1.48e+09	1.07e+08	1.46e+09	2872753224	3128048721	3.97e-08	3.97e-08	3.94e-08	1.00797
2017	"PRK"			25516320	1976	185			0		5.30e+08	1.05e+08	5.18e+08	1700064095	3441551612	3.79e-08	3.79e-08	3.92e-08	.966378
2018	"PRK"			25638148	1976	185			0		3.17e+07	3.62e+07	3.05e+07	315670455	2326055149	3.68e-08	3.68e-08	3.90e-08	.9437811
2019	"PRK"			25755440	1976	185			0		2.55e+07	2.44e+07	2.50e+07	334154077	2689826578	3.70e-08	3.70e-08	3.88e-08	.9532663
2020	"PRK"			25867468	1976	185			0		8048151	7084730	7982719	142428263	559441870	3.66e-08	3.66e-08	3.87e-08	.9461347
2021	"PRK"			25971908	1976	185			0							3.03e-08	3.03e-08	3.85e-08	.7860345
2022	"PRK"			26069416	1976	185			0							2.82e-08	2.82e-08	3.84e-08	.7355649
1962	"PRT"	3.922e+10	4360.3403	8993985	1976	186	1960	2022	63		1.10e+07	3.43e+07	8603032	371716660	585119126	6.67e-07	6.67e-07	1.11e-07	6.003165
1963	"PRT"	4.152e+10	4597.8608	9030355	1976	186	1960	2022	63		7323047	3.82e+07	5486383	417483537	651068557	6.65e-07	6.65e-07	1.11e-07	6.003165
1964	"PRT"	4.414e+10	4885.3101	9035365	1976	186	1960	2022	63		2.26e+07	6.45e+07	5809959	507522462	778359028	6.62e-07	6.62e-07	1.11e-07	5.984227
1965	"PRT"	4.744e+10	5271.6465	8998595	1976	186	1960	2022	63		4.62e+07	7.17e+07	1.67e+07	581940766	902220028	6.43e-07	6.43e-07	1.11e-07	5.783536
1966	"PRT"	4.937e+10	5528.1519	8930990	1976	186	1960	2022	63		5.29e+07	8.52e+07	1.02e+07	624947398	989215809	6.38e-07	6.38e-07	1.12e-07	5.696697
1967	"PRT"	5.310e+10	5983.0527	8874520	1976	186	1960	2022	63		5.36e+07	8.79e+07	1.17e+07	720782812	1041091509	6.34e-07	6.34e-07	1.13e-07	5.62908
1968	"PRT"	5.781e+10	6541.9956	8836650	1976	186	1960	2022	63		5.68e+07	5.20e+07	5.43e+07	771834672	1164631637	6.20e-07	6.20e-07	1.13e-07	5.482659
1969	"PRT"	5.904e+10	6740.9565	8757705	1976	186	1960	2022	63		6.77e+07	6.33e+07	6.37e+07	863960973	1318705409	5.97e-07	5.97e-07	1.14e-07	5.225895
1970	"PRT"	6.648e+10	7658.7441	8680431	1976	186	1960	2022	63		6.12e+07	1.45e+08	1.16e+07	940201926	1588994945	5.89e-07	5.89e-07	1.15e-07	5.113207
1971	"PRT"	7.089e+10	8201.2959	8643756	1976	186	1960	2022	63		6.95e+07	1.35e+08	2.77e+07	1034651613	1796463575	5.69e-07	5.69e-07	1.16e-07	4.914508
1972	"PRT"	7.657e+10	8872.3652	8630430	1976	186	1960	2022	63		7.02e+07	1.40e+08	2.54e+07	1259599048	2214836079	5.35e-07	5.35e-07	1.16e-07	4.615572
1973	"PRT"	8.515e+10	9863.0791	8633100	1976	186	1960	2022	63		1.02e+08	1.42e+08	9.35e+07	1821790984	3101155739	4.64e-07	4.64e-07	1.16e-07	4.00211
1974	"PRT"	8.612e+10	9837.6162	8754365	1976	186	1960	2022	63		1.19e+08	3.24e+08	1.05e+08	2283859474	4548891024	3.78e-07	3.78e-07	1.14e-07	3.310646
1975	"PRT"	8.238e+10	9059.0068	9093470	1976	186	1960	2022	63		8.73e+07	3.31e+08	7.49e+07	2043197255	3671482710	3.49e-07	3.49e-07	1.10e-07	3.177554
1976	"PRT"	8.806e+10	9412.5537	9355810	1976	186	1960	2022	63		3.61e+07	3.79e+08	2.72e+07	1274286762	3410289438	3.24e-07	3.24e-07	1.07e-07	3.0352
1977	"PRT"	9.300e+10	9834.9229	9455675	1976	186	1960	2022	63		4.36e+07	5.04e+08	3.78e+07	1453025332	4409530482	3.03e-07	3.03e-07	1.06e-07	2.865559
1978	"PRT"	9.561e+10	10003.354	9558250	1976	186	1960	2022	63		2.74e+07	5.20e+08	2.04e+07	2107283589	4396140475	2.73e-07	2.73e-07	1.05e-07	2.609354
1979	"PRT"	1.010e+11	10454.76	9661265	1976	186	1960	2022	63		7.50e+07	1.21e+09	4.92e+07	3571482903	6480043016	2.35e-07	2.35e-07	1.04e-07	2.27458
1980	"PRT"	1.056e+11	10816.952	9766312	1976	186	1960	2022	63	6.7249999	1.33e+08	2.13e+09	8.68e+07	4695685644	9100322940	2.07e-07	2.07e-07	1.02e-07	2.022388
1981	"PRT"	1.074e+11	10897.084	9851362	1976	186	1960	2022	63	3.523	1.38e+08	2.21e+09	4.73e+07	4246773599	9493678539	1.95e-07	1.95e-07	1.02e-07	1.92004
1982	"PRT"	1.096e+11	11061.945	9911771	1976	186	1960	2022	63	2.1630001	1.14e+08	2.13e+09	5.20e+07	4201396889	8761141919	1.90e-07	1.90e-07	1.01e-07	1.887562
1983	"PRT"	1.095e+11	10991.68	9957865	1976	186	1960	2022	63	.972	9.71e+07	1.80e+09	4.98e+07	4537688317	7539829148	1.86e-07	1.86e-07	1.00e-07	1.85435
1984	"PRT"	1.074e+11	10743.644	9996232	1976	186	1960	2022	63	-1.0420001	9.21e+07	1.74e+09	6.09e+07	5201708335	7284705223	1.83e-07	1.83e-07	1.00e-07	1.83285
1985	"PRT"	1.104e+11	11015.093	10023613	1976	186	1960	2022	63	1.636	1.04e+08	1.63e+09	7.89e+07	5699277285	7154694197	1.83e-07	1.83e-07	9.98e-08	1.831081
1986	"PRT"	1.150e+11	11460.795	10032734	1976	186	1960	2022	63	3.3199999	1.01e+08	1.15e+09	7.06e+07	7252024417	8796050079	1.90e-07	1.90e-07	9.97e-08	1.902708
1987	"PRT"	1.223e+11	12195.438	10030031	1976	186	1960	2022	63	7.632	1.14e+08	1.36e+09	7.47e+07	9211869904	12906738700	1.82e-07	1.82e-07	9.97e-08	1.820537
1988	"PRT"	1.315e+11	13122.402	10019610	1976	186	1960	2022	63	5.3400002	1.74e+08	1.23e+09	1.14e+08	10971949430	16184046400	1.74e-07	1.74e-07	9.98e-08	1.740367
1989	"PRT"	1.399e+11	13987.965	10005000	1976	186	1960	2022	63	6.6490002	3.95e+08	1.70e+09	3.29e+08	12618271930	18258137653	1.68e-07	1.68e-07	1.00e-07	1.678761
1990	"PRT"	1.455e+11	14572.288	9983218	1976	186	1960	2022	63	7.8590002	5.28e+08	2.31e+09	4.55e+08	16261662106	22930076851	1.60e-07	1.60e-07	1.00e-07	1.598147
1991	"PRT"	1.518e+11	15243.93	9960235	1976	186	1960	2022	63	3.3699999	4.15e+08	1.96e+09	3.20e+08	16228385650	24422409200	1.64e-07	1.64e-07	1.00e-07	1.636756
1992	"PRT"	1.535e+11	15421.995	9952494	1976	186	1960	2022	63	3.1300001	3.98e+08	2.07e+09	3.13e+08	18215080057	27624073248	1.62e-07	1.62e-07	1.00e-07	1.613095
1993	"PRT"	1.504e+11	15088.414	9964675	1976	186	1960	2022	63	-.68699998	4.14e+08	1.87e+09	2.26e+08	15480388465	25694484966	1.61e-07	1.61e-07	1.00e-07	1.599494
1994	"PRT"	1.518e+11	15193.055	9991525	1976	186	1960	2022	63	1.489	4.08e+08	2.05e+09	2.70e+08	17704642245	26443978011	1.56e-07	1.56e-07	1.00e-07	1.556194
1995	"PRT"	1.583e+11	15788.983	10026176	1976	186	1960	2022	63	2.3069999	4.91e+08	2.44e+09	3.06e+08	22802506154	32805312951	1.51e-07	1.51e-07	9.97e-08	1.509149
1996	"PRT"	1.639e+11	16280.938	10063945	1976	186	1960	2022	63	3.5039999	3.74e+08	2.42e+09	2.03e+08	23442073710	35154381241	1.46e-07	1.46e-07	9.94e-08	1.469404
1997	"PRT"	1.711e+11	16921.723	10108977	1976	186	1960	2022	63	4.401	3.89e+08	2.50e+09	1.94e+08	23306486492	36859070044	1.48e-07	1.48e-07	9.89e-08	1.496057
1998	"PRT"	1.793e+11	17645.906	10160196	1976	186	1960	2022	63	4.8080001	3.26e+08	2.11e+09	1.45e+08	23839136582	38613092344	1.52e-07	1.52e-07	9.84e-08	1.544788
1999	"PRT"	1.863e+11	18231.84	10217828	1976	186	1960	2022	63	3.9070001	3.78e+08	2.47e+09	1.66e+08	24299876876	40545897681	1.45e-07	1.45e-07	9.79e-08	1.484351
2000	"PRT"	1.934e+11	18795.031	10289898	1976	186	1960	2022	63	3.816	4.57e+08	3.35e+09	1.72e+08	24311110178	39960435519	1.35e-07	1.35e-07	9.72e-08	1.392805
2001	"PRT"	1.972e+11	19025.695	10362722	1976	186	1960	2022	63	1.944	4.38e+08	3.26e+09	1.58e+08	23845894702	40368370142	1.43e-07	1.43e-07	9.65e-08	1.480874
2002	"PRT"	1.987e+11	19067.656	10419631	1976	186	1960	2022	63	.77100003	4.01e+08	3.10e+09	1.10e+08	25740432800	41786433871	1.37e-07	1.37e-07	9.60e-08	1.427389
2003	"PRT"	1.968e+11	18819.443	10458821	1976	186	1960	2022	63	-.93099999	5.08e+08	3.77e+09	1.64e+08	31612725021	48194702025	1.30e-07	1.30e-07	9.56e-08	1.359857
