year	exporter	gdp	gdp_pc	population	minyear_trade	idc	minyear_gdp	maxyear_gdp	nonmiss	NGDP_RPCH	nr_exports	nr_imports	nr_net_exports	total_exports	total_imports	magic	pc_constant	pc_current	notpc_constant
2013	"DZA"	1.542e+11	4057.7649	38000624	1976	69	1960	2022	63	2.8	5.22e+10	1.02e+09	5.21e+10	63462348044	52934179695	2.47e-08	2.47e-08	2.63e-08	.9391089
2014	"DZA"	1.601e+11	4129.4224	38760168	1976	69	1960	2022	63	3.8	4.49e+10	1.08e+09	4.48e+10	59081792921	56087166347	2.48e-08	2.48e-08	2.58e-08	.9629441
2015	"DZA"	1.660e+11	4197.4199	39543152	1976	69	1960	2022	63	3.7	2.54e+10	8.66e+08	2.54e+10	34032276022	46536217613	2.61e-08	2.61e-08	2.53e-08	1.033787
2016	"DZA"	1.713e+11	4246.2422	40339328	1976	69	1960	2022	63	3.2	2.17e+10	6.17e+08	2.17e+10	28592101057	47123227039	2.50e-08	2.50e-08	2.48e-08	1.00797
2017	"DZA"	1.735e+11	4218.0825	41136544	1976	69	1960	2022	63	1.3	2.54e+10	7.26e+08	2.53e+10	33014298663	45160200425	2.35e-08	2.35e-08	2.43e-08	.966378
2018	"DZA"	1.756e+11	4188.2202	41927008	1976	69	1960	2022	63	1.2	2.92e+10	1.08e+09	2.90e+10	37853216415	49142706156	2.25e-08	2.25e-08	2.39e-08	.9437811
2019	"DZA"	1.774e+11	4153.0034	42705368	1976	69	1960	2022	63	.80000001	2.46e+10	1.07e+09	2.45e+10	32613579013	42295378793	2.23e-08	2.23e-08	2.34e-08	.9532663
2020	"DZA"	1.683e+11	3873.5088	43451664	1976	69	1960	2022	63	-5.9920001	1.38e+10	8.87e+08	1.37e+10	19226722765	34027522803	2.18e-08	2.18e-08	2.30e-08	.9461347
2021	"DZA"	1.740e+11	3939.3608	44177968	1976	69	1960	2022	63	2.8640001						1.78e-08	1.78e-08	2.26e-08	.7860345
2022	"DZA"	1.794e+11	3995.8818	44903224	1976	69	1960	2022	63	2.75						1.64e-08	1.64e-08	2.23e-08	.7355649
1962	"ECU"	1.289e+10	2634.99	4890425	1976	70	1960	2022	63		309176.1	1389345	135601.2	139982352	96960895	1.23e-06	1.23e-06	2.04e-07	6.003165
1963	"ECU"	1.316e+10	2613.5835	5034334	1976	70	1960	2022	63		830698.5	6092987	269800.9	178831239	128827917	1.19e-06	1.19e-06	1.99e-07	6.003165
1964	"ECU"	1.413e+10	2726.5098	5183283	1976	70	1960	2022	63		1962361	2594188	1248799	194353440	164973079	1.15e-06	1.15e-06	1.93e-07	5.984227
1965	"ECU"	1.460e+10	2734.5242	5337351	1976	70	1960	2022	63		1718949	6109074	898858.2	211996730	168894551	1.08e-06	1.08e-06	1.87e-07	5.783536
1966	"ECU"	1.455e+10	2646.6873	5495761	1976	70	1960	2022	63		1606428	3592884	903176.6	224388438	171083825	1.04e-06	1.04e-06	1.82e-07	5.696697
1967	"ECU"	1.522e+10	2689.3818	5658446	1976	70	1960	2022	63		1699927	9188234	896386.6	254111458	223160048	9.95e-07	9.95e-07	1.77e-07	5.62908
1968	"ECU"	1.551e+10	2662.0652	5825663	1976	70	1960	2022	63		1916668	7263874	1498151	263151150	233939828	9.41e-07	9.41e-07	1.72e-07	5.482659
1969	"ECU"	1.623e+10	2706.739	5997037	1976	70	1960	2022	63		1469467	1.01e+07	783416.6	237113161	240259470	8.71e-07	8.71e-07	1.67e-07	5.225895
1970	"ECU"	1.735e+10	2810.6433	6172215	1976	70	1960	2022	63		1457048	8886577	902874.7	287399032	293658745	8.28e-07	8.28e-07	1.62e-07	5.113207
1971	"ECU"	1.844e+10	2903.4312	6350944	1976	70	1960	2022	63		1649814	1.22e+07	982936.9	269713242	334782732	7.74e-07	7.74e-07	1.57e-07	4.914508
1972	"ECU"	1.936e+10	2963.8591	6533630	1976	70	1960	2022	63		2.52e+07	9743468	1.95e+07	361982371	338991483	7.06e-07	7.06e-07	1.53e-07	4.615572
1973	"ECU"	2.207e+10	3283.4553	6720443	1976	70	1960	2022	63		1.25e+08	1.45e+07	1.16e+08	603123625	472365499	5.96e-07	5.96e-07	1.49e-07	4.00211
1974	"ECU"	2.454e+10	3550.7361	6911123	1976	70	1960	2022	63		3.59e+08	6.64e+07	3.02e+08	1217909358	937964328	4.79e-07	4.79e-07	1.45e-07	3.310646
1975	"ECU"	2.723e+10	3832.3831	7105786	1976	70	1960	2022	63		2.87e+08	2.62e+07	2.73e+08	1105554112	1057215756	4.47e-07	4.47e-07	1.41e-07	3.177554
1976	"ECU"	2.925e+10	4003.9849	7304349	1976	70	1960	2022	63		3.51e+08	7098900	3.50e+08	862978804	698261796	4.16e-07	4.16e-07	1.37e-07	3.0352
1977	"ECU"	2.972e+10	3958.5974	7506665	1976	70	1960	2022	63		3.29e+08	9511318	3.29e+08	984287646	1131829591	3.82e-07	3.82e-07	1.33e-07	2.865559
1978	"ECU"	3.141e+10	4072.7141	7712718	1976	70	1960	2022	63		5.76e+08	3.11e+07	5.76e+08	1669547882	1556576503	3.38e-07	3.38e-07	1.30e-07	2.609354
1979	"ECU"	3.258e+10	4112.9272	7922490	1976	70	1960	2022	63		7.00e+08	2.87e+07	7.00e+08	1927521846	1888891461	2.87e-07	2.87e-07	1.26e-07	2.27458
1980	"ECU"	3.379e+10	4153.605	8135845	1976	70	1960	2022	63	4.9000001	1.09e+09	5.08e+07	1.08e+09	2545984212	2216964000	2.49e-07	2.49e-07	1.23e-07	2.022388
1981	"ECU"	3.569e+10	4272.9014	8352602	1976	70	1960	2022	63	3.9000001	1.33e+09	5.75e+07	1.32e+09	2646182377	2333993644	2.30e-07	2.30e-07	1.20e-07	1.92004
1982	"ECU"	3.591e+10	4188.8403	8572607	1976	70	1960	2022	63	1.2	1.24e+09	3.48e+07	1.24e+09	2378091156	1949762561	2.20e-07	2.20e-07	1.17e-07	1.887562
1983	"ECU"	3.579e+10	4068.7622	8795873	1976	70	1960	2022	63	-2.8	1.55e+09	4.19e+07	1.55e+09	2453100522	1470455603	2.11e-07	2.11e-07	1.14e-07	1.85435
1984	"ECU"	3.673e+10	4070.48	9022979	1976	70	1960	2022	63	4.1999998	1.66e+09	2.45e+07	1.66e+09	2869896710	1617633918	2.03e-07	2.03e-07	1.11e-07	1.83285
1985	"ECU"	3.817e+10	4124.8989	9254311	1976	70	1960	2022	63	4.4000001	2.15e+09	9.53e+07	2.09e+09	3514606887	1734476703	1.98e-07	1.98e-07	1.08e-07	1.831081
1986	"ECU"	3.950e+10	4161.7822	9490096	1976	70	1960	2022	63	3.0940001	1.20e+09	4.94e+07	1.18e+09	2645708763	1896306127	2.00e-07	2.00e-07	1.05e-07	1.902708
1987	"ECU"	3.939e+10	4048.9111	9729376	1976	70	1960	2022	63	-5.9720001	7.84e+08	3.42e+07	7.81e+08	2332300918	1832417412	1.87e-07	1.87e-07	1.03e-07	1.820537
1988	"ECU"	4.171e+10	4184.0239	9969788	1976	70	1960	2022	63	10.486	1.12e+09	6.89e+07	1.12e+09	2674843027	1763277945	1.75e-07	1.75e-07	1.00e-07	1.740367
1989	"ECU"	4.213e+10	4126.603	10210185	1976	70	1960	2022	63	.285	1.00e+09	3.28e+07	9.98e+08	2529244682	1806483940	1.64e-07	1.64e-07	9.79e-08	1.678761
1990	"ECU"	4.368e+10	4180.3384	10449837	1976	70	1960	2022	63	3.0079999	1.07e+09	5.44e+07	1.03e+09	2877619469	1861045901	1.53e-07	1.53e-07	9.57e-08	1.598147
1991	"ECU"	4.556e+10	4263.2686	10686279	1976	70	1960	2022	63	5.1129999	9.24e+08	2.12e+07	9.23e+08	3065859519	2525159286	1.53e-07	1.53e-07	9.36e-08	1.636756
1992	"ECU"	4.652e+10	4262.4868	10914222	1976	70	1960	2022	63	3.6140001	1.14e+09	5.69e+07	1.12e+09	3310611718	2852706646	1.48e-07	1.48e-07	9.16e-08	1.613095
1993	"ECU"	4.744e+10	4261.2441	11132829	1976	70	1960	2022	63	2	1.07e+09	8.13e+07	1.05e+09	3294670688	2978019876	1.44e-07	1.44e-07	8.98e-08	1.599494
1994	"ECU"	4.946e+10	4358.5933	11347652	1976	70	1960	2022	63	4.2579999	1.17e+09	6.85e+07	1.16e+09	4277494275	3819074577	1.37e-07	1.37e-07	8.81e-08	1.556194
1995	"ECU"	5.057e+10	4374.2686	11561683	1976	70	1960	2022	63	2.253	1.26e+09	1.20e+08	1.25e+09	4763725398	4552769211	1.31e-07	1.31e-07	8.65e-08	1.509149
1996	"ECU"	5.145e+10	4369.3208	11775221	1976	70	1960	2022	63	1.732	1.40e+09	1.18e+08	1.40e+09	5119914774	3884484389	1.25e-07	1.25e-07	8.49e-08	1.469404
1997	"ECU"	5.368e+10	4477.5708	11987838	1976	70	1960	2022	63	4.3280001	1.36e+09	1.21e+08	1.35e+09	5457937831	4889439496	1.25e-07	1.25e-07	8.34e-08	1.496057
1998	"ECU"	5.543e+10	4543.5366	12199693	1976	70	1960	2022	63	3.267	8.51e+08	1.58e+08	8.17e+08	4619992842	5476710367	1.27e-07	1.27e-07	8.20e-08	1.544788
1999	"ECU"	5.280e+10	4254.1514	12412046	1976	70	1960	2022	63	-4.7389998	1.14e+09	1.03e+08	1.12e+09	4919514794	3002994337	1.20e-07	1.20e-07	8.06e-08	1.484351
2000	"ECU"	5.338e+10	4227.5527	12626507	1976	70	1960	2022	63	1.092	2.08e+09	1.91e+08	2.06e+09	5685833813	3617833751	1.10e-07	1.10e-07	7.92e-08	1.392805
2001	"ECU"	5.552e+10	4322.3418	12845521	1976	70	1960	2022	63	4.0159998	1.73e+09	2.41e+08	1.68e+09	5412001081	5417974992	1.15e-07	1.15e-07	7.78e-08	1.480874
2002	"ECU"	5.780e+10	4421.9346	13070609	1976	70	1960	2022	63	4.0970001	1.80e+09	3.09e+08	1.65e+09	5487223575	6155338934	1.09e-07	1.09e-07	7.65e-08	1.427389
2003	"ECU"	5.937e+10	4463.5972	13301184	1976	70	1960	2022	63	2.723	2.42e+09	4.38e+08	2.30e+09	6606877088	6051702897	1.02e-07	1.02e-07	7.52e-08	1.359857
2004	"ECU"	6.425e+10	4746.8071	13534593	1976	70	1960	2022	63	8.2110004	4.53e+09	4.62e+08	4.40e+09	9196783509	7184786470	9.33e-08	9.33e-08	7.39e-08	1.262983
2005	"ECU"	6.765e+10	4912.5273	13770012	1976	70	1960	2022	63	5.2909999	5.57e+09	7.27e+08	5.39e+09	11250196640	9127227631	8.45e-08	8.45e-08	7.26e-08	1.163804
2006	"ECU"	7.062e+10	5041.334	14009061	1976	70	1960	2022	63	4.4039998	6.68e+09	8.12e+08	6.50e+09	13193586300	11177928029	8.18e-08	8.18e-08	7.14e-08	1.145531
2007	"ECU"	7.217e+10	5063.9844	14251835	1976	70	1960	2022	63	2.1900001	7.09e+09	1.16e+09	6.89e+09	14751449879	12991449547	7.45e-08	7.45e-08	7.02e-08	1.06215
2008	"ECU"	7.676e+10	5294.8994	14496797	1976	70	1960	2022	63	6.3569999	1.07e+10	1.40e+09	1.04e+10	19878362633	17143077904	7.66e-08	7.66e-08	6.90e-08	1.110006
2009	"ECU"	7.719e+10	5236.0537	14742766	1976	70	1960	2022	63	.56599998	6.57e+09	9.65e+08	6.45e+09	14965437499	13981809223	7.22e-08	7.22e-08	6.78e-08	1.065132
2010	"ECU"	7.992e+10	5331.3838	14989585	1976	70	1960	2022	63	3.5250001	9.24e+09	1.25e+09	9.15e+09	18377642671	19453171406	6.67e-08	6.67e-08	6.67e-08	1
2011	"ECU"	8.620e+10	5657.2129	15237728	1976	70	1960	2022	63	7.868	1.22e+10	1.36e+09	1.22e+10	23556962306	22307979039	6.23e-08	6.23e-08	6.56e-08	.9494494
2012	"ECU"	9.107e+10	5881.3813	15483883	1976	70	1960	2022	63	5.6420002	1.34e+10	1.67e+09	1.32e+10	25176799485	23850922279	6.08e-08	6.08e-08	6.46e-08	.9414392
2013	"ECU"	9.557e+10	6078.4395	15722989	1976	70	1960	2022	63	4.947	1.37e+10	1.65e+09	1.36e+10	25280270470	24729534478	5.97e-08	5.97e-08	6.36e-08	.9391089
2014	"ECU"	9.919e+10	6215.8379	15957994	1976	70	1960	2022	63	3.789	1.54e+10	1.36e+09	1.54e+10	27395476315	25026501644	6.03e-08	6.03e-08	6.27e-08	.9629441
2015	"ECU"	9.929e+10	6130.5869	16195902	1976	70	1960	2022	63	.099	7.45e+09	9.86e+08	7.43e+09	18498063784	19037755041	6.38e-08	6.38e-08	6.17e-08	1.033787
2016	"ECU"	9.807e+10	5965.6431	16439585	1976	70	1960	2022	63	-1.226	5.68e+09	1.07e+09	5.64e+09	16731134859	14866030892	6.13e-08	6.13e-08	6.08e-08	1.00797
2017	"ECU"	1.004e+11	6012.8032	16696944	1976	70	1960	2022	63	2.368	7.01e+09	1.46e+09	6.97e+09	18441915840	19039868783	5.79e-08	5.79e-08	5.99e-08	.966378
2018	"ECU"	1.017e+11	5976.2451	17015672	1976	70	1960	2022	63	1.289	8.31e+09	1.88e+09	8.16e+09	21092635013	22572963469	5.55e-08	5.55e-08	5.88e-08	.9437811
2019	"ECU"	1.017e+11	5863.9106	17343740	1976	70	1960	2022	63	.012	8.92e+09	1.17e+09	8.72e+09	22154427055	21278661601	5.50e-08	5.50e-08	5.77e-08	.9532663
2020	"ECU"	9.378e+10	5331.9766	17588596	1976	70	1960	2022	63	-7.5	6.97e+09	1.10e+09	6.87e+09	20525424491	16343759693	5.38e-08	5.38e-08	5.69e-08	.9461347
2021	"ECU"	9.775e+10	5492.4893	17797736	1976	70	1960	2022	63	2.5020001						4.42e-08	4.42e-08	5.62e-08	.7860345
2022	"ECU"	1.006e+11	5590.5415	18001000	1976	70	1960	2022	63	1.2970001						4.09e-08	4.09e-08	5.56e-08	.7355649
1962	"EGY"	2.217e+10	778.39844	28485022	1976	71	1960	2022	63		1.79e+07	6980564	1.77e+07	202601406	578561913	2.11e-07	2.11e-07	3.51e-08	6.003165
1963	"EGY"	2.450e+10	837.88873	29245936	1976	71	1960	2022	63		1.91e+07	1.85e+07	1.86e+07	249841344	675507286	2.05e-07	2.05e-07	3.42e-08	6.003165
1964	"EGY"	2.732e+10	910.01678	30026648	1976	71	1960	2022	63		2.34e+07	1.82e+07	1.65e+07	289223185	614645625	1.99e-07	1.99e-07	3.33e-08	5.984227
1965	"EGY"	2.867e+10	930.20532	30818468	1976	71	1960	2022	63		1.93e+07	5.48e+07	2538633	580064699	917872278	1.88e-07	1.88e-07	3.24e-08	5.783536
1966	"EGY"	3.011e+10	952.58459	31613132	1976	71	1960	2022	63		1.46e+07	5.32e+07	2017139	582846381	935975560	1.80e-07	1.80e-07	3.16e-08	5.696697
1967	"EGY"	3.036e+10	936.69135	32408414	1976	71	1960	2022	63		1.00e+07	3.81e+07	2616235	530503835	726627775	1.74e-07	1.74e-07	3.09e-08	5.62908
1968	"EGY"	2.987e+10	899.54059	33204628	1976	71	1960	2022	63		2.47e+07	3.52e+07	1.52e+07	622775809	650905836	1.65e-07	1.65e-07	3.01e-08	5.482659
1969	"EGY"	3.145e+10	924.98792	33995956	1976	71	1960	2022	63		4.84e+07	3.96e+07	3.92e+07	753217081	748335214	1.54e-07	1.54e-07	2.94e-08	5.225895
1970	"EGY"	3.321e+10	954.69958	34781984	1976	71	1960	2022	63		8.09e+07	3.81e+07	7.24e+07	854922446	957186263	1.47e-07	1.47e-07	2.88e-08	5.113207
1971	"EGY"	3.455e+10	971.80994	35555968	1976	71	1960	2022	63		6.90e+07	5.21e+07	5.37e+07	878432969	965127692	1.38e-07	1.38e-07	2.81e-08	4.914508
1972	"EGY"	3.561e+10	980.14697	36330768	1976	71	1960	2022	63		4.23e+07	2.81e+07	2.73e+07	806799120	994241335	1.27e-07	1.27e-07	2.75e-08	4.615572
1973	"EGY"	3.686e+10	992.92798	37120776	1976	71	1960	2022	63		5.89e+07	3.86e+07	3.95e+07	1031780688	1255776922	1.08e-07	1.08e-07	2.69e-08	4.00211
1974	"EGY"	3.743e+10	986.88336	37930376	1976	71	1960	2022	63		1.17e+08	1.30e+08	6.65e+07	1518685054	2778544228	8.73e-08	8.73e-08	2.64e-08	3.310646
1975	"EGY"	4.078e+10	1051.6678	38775584	1976	71	1960	2022	63		1.72e+08	2.43e+08	7.04e+07	1353958707	4351457909	8.19e-08	8.19e-08	2.58e-08	3.177554
1976	"EGY"	4.619e+10	1165.0812	39649048	1976	71	1960	2022	63		2.56e+08	2.03e+08	1.78e+08	1044669665	3513452593	7.66e-08	7.66e-08	2.52e-08	3.0352
1977	"EGY"	5.035e+10	1240.9202	40577356	1976	71	1960	2022	63		5.12e+08	1.75e+08	4.75e+08	1466714270	4291968005	7.06e-08	7.06e-08	2.46e-08	2.865559
1978	"EGY"	5.470e+10	1315.5977	41576636	1976	71	1960	2022	63		1.18e+09	1.70e+08	1.18e+09	2061712820	5427361653	6.28e-08	6.28e-08	2.41e-08	2.609354
1979	"EGY"	5.719e+10	1341.3636	42632456	1976	71	1960	2022	63		2.13e+09	2.60e+08	2.08e+09	3068137332	6548286435	5.34e-08	5.34e-08	2.35e-08	2.27458
1980	"EGY"	6.291e+10	1438.0056	43748556	1976	71	1960	2022	63	3.4089999	3.43e+09	2.51e+08	3.42e+09	4762637413	9140769333	4.62e-08	4.62e-08	2.29e-08	2.022388
1981	"EGY"	6.753e+10	1504.1055	44899572	1976	71	1960	2022	63	2.198	3.67e+09	2.72e+08	3.67e+09	5330792935	11137585579	4.28e-08	4.28e-08	2.23e-08	1.92004
1982	"EGY"	7.422e+10	1610.4697	46088648	1976	71	1960	2022	63	7.296	3.24e+09	2.59e+08	3.23e+09	4756707386	11020216498	4.10e-08	4.10e-08	2.17e-08	1.887562
1983	"EGY"	7.801e+10	1647.2994	47353664	1976	71	1960	2022	63	8.8760004	2.83e+09	3.93e+08	2.66e+09	4589672796	11605269328	3.92e-08	3.92e-08	2.11e-08	1.85435
1984	"EGY"	8.561e+10	1758.7134	48676444	1976	71	1960	2022	63	8.0209999	3.14e+09	2.53e+08	3.07e+09	4819672921	12583033445	3.77e-08	3.77e-08	2.05e-08	1.83285
1985	"EGY"	9.057e+10	1810.0204	50035844	1976	71	1960	2022	63	7.4250002	3.33e+09	1.78e+08	3.33e+09	4670811034	10782147152	3.66e-08	3.66e-08	2.00e-08	1.831081
1986	"EGY"	9.486e+10	1844.7075	51424312	1976	71	1960	2022	63	4.7589998	1.83e+09	1.99e+08	1.82e+09	3300794283	10054234171	3.70e-08	3.70e-08	1.94e-08	1.902708
1987	"EGY"	9.850e+10	1864.0465	52841320	1976	71	1960	2022	63	4.2729998	2.15e+09	2.20e+08	2.14e+09	3956158593	9228796255	3.45e-08	3.45e-08	1.89e-08	1.820537
1988	"EGY"	1.039e+11	1913.0935	54298448	1976	71	1960	2022	63	3.994	1.64e+09	2.21e+08	1.63e+09	3305219055	10213635981	3.21e-08	3.21e-08	1.84e-08	1.740367
1989	"EGY"	1.090e+11	1954.4169	55765844	1976	71	1960	2022	63	2.993	2.16e+09	2.71e+08	2.14e+09	4161403147	10306899862	3.01e-08	3.01e-08	1.79e-08	1.678761
1990	"EGY"	1.152e+11	2012.88	57214632	1976	71	1960	2022	63	2.3499999	2.33e+09	3.07e+08	2.32e+09	4688197279	11753561105	2.79e-08	2.79e-08	1.75e-08	1.598147
1991	"EGY"	1.165e+11	1987.0366	58611032	1976	71	1960	2022	63	2.0999999	1.96e+09	1.96e+08	1.94e+09	4255751985	11721337400	2.79e-08	2.79e-08	1.71e-08	1.636756
1992	"EGY"	1.217e+11	2028.2247	59989144	1976	71	1960	2022	63	.30000001	2.30e+09	2.10e+08	2.27e+09	4853232427	11614048258	2.69e-08	2.69e-08	1.67e-08	1.613095
1993	"EGY"	1.252e+11	2039.6938	61382200	1976	71	1960	2022	63	2.9000001	2.22e+09	2.52e+08	2.19e+09	4628636584	12341448794	2.61e-08	2.61e-08	1.63e-08	1.599494
1994	"EGY"	1.302e+11	2073.6533	62775848	1976	71	1960	2022	63	4.1880002	2.18e+09	2.39e+08	2.14e+09	5386363967	13165116241	2.48e-08	2.48e-08	1.59e-08	1.556194
1995	"EGY"	1.362e+11	2122.8806	64166908	1976	71	1960	2022	63	4.4840002	1.96e+09	3.51e+08	1.94e+09	5439418021	15513687635	2.35e-08	2.35e-08	1.56e-08	1.509149
1996	"EGY"	1.430e+11	2181.2527	65565196	1976	71	1960	2022	63	4.8790002	2.45e+09	3.82e+08	2.44e+09	5720391930	16379041626	2.24e-08	2.24e-08	1.53e-08	1.469404
1997	"EGY"	1.509e+11	2251.9885	66993728	1976	71	1960	2022	63	5.9190001	2.01e+09	5.26e+08	1.99e+09	5612510740	18673678957	2.23e-08	2.23e-08	1.49e-08	1.496057
1998	"EGY"	1.593e+11	2327.1016	68446008	1976	71	1960	2022	63	7.5430002	1.33e+09	9.44e+08	9.53e+08	4927090115	20291644884	2.26e-08	2.26e-08	1.46e-08	1.544788
1999	"EGY"	1.689e+11	2416.3623	69907888	1976	71	1960	2022	63	6.1100001	1.40e+09	9.48e+08	1.04e+09	5281122298	19763297104	2.12e-08	2.12e-08	1.43e-08	1.484351
2000	"EGY"	1.797e+11	2517.5806	71371368	1976	71	1960	2022	63	5.3829999	1.49e+09	6.27e+08	1.45e+09	6230610588	18672868398	1.95e-08	1.95e-08	1.40e-08	1.392805
2001	"EGY"	1.860e+11	2553.5283	72854264	1976	71	1960	2022	63	3.5239999	9.89e+08	6.76e+08	8.66e+08	5780660075	18360778897	2.03e-08	2.03e-08	1.37e-08	1.480874
2002	"EGY"	1.905e+11	2560.4575	74393760	1976	71	1960	2022	63	3.1860001	1.10e+09	7.80e+08	8.78e+08	6952463401	17025464438	1.92e-08	1.92e-08	1.34e-08	1.427389
2003	"EGY"	1.966e+11	2587.6306	75963320	1976	71	1960	2022	63	3.1930001	1.29e+09	1.24e+09	8.06e+08	8322247477	18706477849	1.79e-08	1.79e-08	1.32e-08	1.359857
2004	"EGY"	2.046e+11	2639.3472	77522424	1976	71	1960	2022	63	4.092	1.75e+09	1.33e+09	1.34e+09	11306736609	23423100180	1.63e-08	1.63e-08	1.29e-08	1.262983
2005	"EGY"	2.138e+11	2703.2227	79075312	1976	71	1960	2022	63	4.4720001	3.15e+09	3.28e+09	1.16e+09	14958821261	30687765822	1.47e-08	1.47e-08	1.26e-08	1.163804
2006	"EGY"	2.284e+11	2832.5481	80629672	1976	71	1960	2022	63	6.8439999	6.59e+09	3.77e+09	4.01e+09	21393795716	36580657333	1.42e-08	1.42e-08	1.24e-08	1.145531
2007	"EGY"	2.446e+11	2974.688	82218752	1976	71	1960	2022	63	7.0879998	6.68e+09	3.35e+09	4.75e+09	25178776341	45309139702	1.29e-08	1.29e-08	1.22e-08	1.06215
2008	"EGY"	2.621e+11	3125.7476	83844784	1976	71	1960	2022	63	7.1560001	8.67e+09	6.16e+09	5.52e+09	29933139879	58328401484	1.32e-08	1.32e-08	1.19e-08	1.110006
2009	"EGY"	2.743e+11	3208.4521	85501064	1976	71	1960	2022	63	4.6739998	7.21e+09	4.08e+09	4.67e+09	25230500843	51046133919	1.25e-08	1.25e-08	1.17e-08	1.065132
2010	"EGY"	2.884e+11	3305.8833	87252416	1976	71	1960	2022	63	5.1469998	7.28e+09	4.99e+09	4.31e+09	27913998060	61383158299	1.15e-08	1.15e-08	1.15e-08	1
2011	"EGY"	2.935e+11	3290.7617	89200056	1976	71	1960	2022	63	1.765	1.05e+10	6.40e+09	6.73e+09	34655548942	65258016872	1.06e-08	1.06e-08	1.12e-08	.9494494
2012	"EGY"	3.001e+11	3288.7944	91240376	1976	71	1960	2022	63	2.2260001	1.03e+10	6.84e+09	5.34e+09	32657557752	71165875815	1.03e-08	1.03e-08	1.10e-08	.9414392
2013	"EGY"	3.066e+11	3283.7407	93377888	1976	71	1960	2022	63	3.302	8.79e+09	6.62e+09	4.35e+09	31420268092	67482933776	1.01e-08	1.01e-08	1.07e-08	.9391089
2014	"EGY"	3.156e+11	3301.2043	95592320	1976	71	1960	2022	63	2.9159999	6.84e+09	6.85e+09	2.92e+09	29408615843	77635326642	1.01e-08	1.01e-08	1.05e-08	.9629441
2015	"EGY"	3.294e+11	3370.3826	97723800	1976	71	1960	2022	63	4.3720002	5.10e+09	5.81e+09	2.95e+09	24242236861	72078998432	1.06e-08	1.06e-08	1.02e-08	1.033787
2016	"EGY"	3.437e+11	3444.2683	99784032	1976	71	1960	2022	63	4.3470001	6.07e+09	5.74e+09	4.40e+09	24133993737	67405971199	1.01e-08	1.01e-08	1.00e-08	1.00797
2017	"EGY"	3.581e+11	3517.5879	1.018e+08	1976	71	1960	2022	63	4.0770001	6.31e+09	7.21e+09	3.96e+09	28050425804	68777349095	9.49e-09	9.49e-09	9.82e-09	.966378
2018	"EGY"	3.771e+11	3635.4207	1.037e+08	1976	71	1960	2022	63	5.3140001	6.76e+09	8.73e+09	2.40e+09	31505899702	78433817625	9.10e-09	9.10e-09	9.64e-09	.9437811
2019	"EGY"	3.981e+11	3769.0359	1.056e+08	1976	71	1960	2022	63	5.5580001	7.12e+09	6.61e+09	3.12e+09	32623699484	76768949242	9.03e-09	9.03e-09	9.47e-09	.9532663
2020	"EGY"	4.122e+11	3835.7842	1.075e+08	1976	71	1960	2022	63	3.5699999	5.90e+09	6.38e+09	2.80e+09	28509132142	70665083878	8.80e-09	8.80e-09	9.31e-09	.9461347
2021	"EGY"	4.258e+11	3896.8428	1.093e+08	1976	71	1960	2022	63	2.473						7.19e-09	7.19e-09	9.15e-09	.7860345
2022	"EGY"	4.538e+11	4088.897	1.110e+08	1976	71	1960	2022	63	5.6620002						6.63e-09	6.63e-09	9.01e-09	.7355649
1962	"ERI"			1041552	1993	72	1992	2011	20							5.76e-06	5.76e-06	9.60e-07	6.003165
1963	"ERI"			1067295	1993	72	1992	2011	20							5.62e-06	5.62e-06	9.37e-07	6.003165
1964	"ERI"			1094042	1993	72	1992	2011	20							5.47e-06	5.47e-06	9.14e-07	5.984227
1965	"ERI"			1121739	1993	72	1992	2011	20							5.16e-06	5.16e-06	8.91e-07	5.783536
1966	"ERI"			1150264	1993	72	1992	2011	20							4.95e-06	4.95e-06	8.69e-07	5.696697
1967	"ERI"			1179554	1993	72	1992	2011	20							4.77e-06	4.77e-06	8.48e-07	5.62908
1968	"ERI"			1209602	1993	72	1992	2011	20							4.53e-06	4.53e-06	8.27e-07	5.482659
1969	"ERI"			1240562	1993	72	1992	2011	20							4.21e-06	4.21e-06	8.06e-07	5.225895
1970	"ERI"			1272748	1993	72	1992	2011	20							4.02e-06	4.02e-06	7.86e-07	5.113207
1971	"ERI"			1306234	1993	72	1992	2011	20							3.76e-06	3.76e-06	7.66e-07	4.914508
1972	"ERI"			1340838	1993	72	1992	2011	20							3.44e-06	3.44e-06	7.46e-07	4.615572
1973	"ERI"			1376516	1993	72	1992	2011	20							2.91e-06	2.91e-06	7.26e-07	4.00211
1974	"ERI"			1413220	1993	72	1992	2011	20							2.34e-06	2.34e-06	7.08e-07	3.310646
1975	"ERI"			1450867	1993	72	1992	2011	20							2.19e-06	2.19e-06	6.89e-07	3.177554
1976	"ERI"			1489656	1993	72	1992	2011	20							2.04e-06	2.04e-06	6.71e-07	3.0352
1977	"ERI"			1529802	1993	72	1992	2011	20							1.87e-06	1.87e-06	6.54e-07	2.865559
1978	"ERI"			1571193	1993	72	1992	2011	20							1.66e-06	1.66e-06	6.36e-07	2.609354
1979	"ERI"			1613829	1993	72	1992	2011	20							1.41e-06	1.41e-06	6.20e-07	2.27458
1980	"ERI"			1657982	1993	72	1992	2011	20							1.22e-06	1.22e-06	6.03e-07	2.022388
1981	"ERI"			1703789	1993	72	1992	2011	20							1.13e-06	1.13e-06	5.87e-07	1.92004
